Date,CLOSE,Return
2015-06-25,89.58,-0.029679376083188824
2015-06-26,89.97,0.004353650368385864
2015-06-29,87.24,-0.030343447815938673
2015-06-30,87.62,0.004355800091701223
2015-07-01,83.6,-0.045879936087651285
2015-07-02,84.28,0.008133971291866215
2015-07-06,83.25,-0.012221167536782152
2015-07-07,83.31,0.0007207207207207134
2015-07-08,80.05,-0.039130956667867034
2015-07-09,81.37,0.016489693941286854
2015-07-10,81.39,0.0002457908320019353
2015-07-13,82.01,0.007617643445140709
2015-07-14,82.32,0.003780026825996652
2015-07-15,80.13,-0.026603498542274062
2015-07-16,81.78,0.020591538749532123
2015-07-17,81.26,-0.0063585228662264015
2015-07-20,79.2,-0.025350726064484408
2015-07-21,78.77,-0.005429292929293061
2015-07-22,77.63,-0.014472514916846535
2015-07-23,66.98,-0.13718923096740943
2015-07-24,64.72,-0.03374141534786512
2015-07-27,65.16,0.0067985166872681635
2015-07-28,66.93,0.027163904235727676
2015-07-29,66.88,-0.0007470491558346781
2015-07-30,66.54,-0.005083732057416079
2015-07-31,66.99,0.006762849413886274
2015-08-03,65.28,-0.025526197939991002
2015-08-04,65.5,0.00337009803921573
2015-08-05,65.47,-0.00045801526717559327
2015-08-06,65.66,0.002902092561478442
2015-08-07,63.81,-0.028175449284191245
2015-08-10,66.71,0.045447422034163854
2015-08-11,65.84,-0.013041523010043354
2015-08-12,66.27,0.006530984204131007
2015-08-13,64.31,-0.02957597706352788
2015-08-14,65.33,0.01586067485616538
2015-08-17,65.58,0.003826725853359969
2015-08-18,65.51,-0.001067398597133118
2015-08-19,65.56,0.0007632422530909899
2015-08-20,64.55,-0.015405735204393034
2015-08-21,61.66,-0.04477149496514332
2015-08-24,60.92,-0.012001297437560732
2015-08-25,60.83,-0.0014773473407748705
2015-08-26,63.51,0.04405720861417062
2015-08-27,68.3,0.07542119351283261
2015-08-28,67.06,-0.018155197657393818
2015-08-31,69.33,0.03385028332836271
2015-09-01,65.34,-0.05755084379056674
2015-09-02,67.36,0.03091521273339448
2015-09-03,67.83,0.006977434679334982
2015-09-04,66.08,-0.02579979360165119
2015-09-08,67.99,0.028904358353510906
2015-09-09,69.22,0.01809089571995881
2015-09-10,68.98,-0.0034672060098236424
2015-09-11,69.45,0.006813569150478482
2015-09-14,67.63,-0.0262059035277179
2015-09-15,69.83,0.0325299423332841
2015-09-16,72.28,0.035085206931118496
2015-09-17,69.6,-0.03707802988378539
2015-09-18,67.13,-0.035488505747126475
2015-09-21,67.61,0.007150305377625621
2015-09-22,66.7,-0.013459547404230054
2015-09-23,63.3,-0.0509745127436283
2015-09-24,61.81,-0.02353870458135854
2015-09-25,62.8,0.016016825756349995
2015-09-28,59.48,-0.05286624203821655
2015-09-29,59.94,0.00773369199731011
2015-09-30,60.05,0.0018351685018351827
2015-10-01,59.84,-0.0034970857618650264
2015-10-02,59.65,-0.003175133689839682
2015-10-05,64.41,0.07979882648784575
2015-10-06,65.73,0.020493712156497645
2015-10-07,67.9,0.03301384451544198
2015-10-08,70.53,0.038733431516936534
2015-10-09,70.76,0.003261023677867625
2015-10-12,69.52,-0.017524024872809574
2015-10-13,70.01,0.0070483314154201615
2015-10-14,70.2,0.002713898014569338
2015-10-15,69.27,-0.013247863247863312
2015-10-16,66.89,-0.0343583080698715
2015-10-19,65.39,-0.022424876663178384
2015-10-20,66.21,0.012540143752867383
2015-10-21,67.2,0.01495242410512021
2015-10-22,73.9,0.09970238095238093
2015-10-23,73.96,0.0008119079837616283
2015-10-26,73.85,-0.0014872904272579257
2015-10-27,71.98,-0.025321597833446008
2015-10-28,74.69,0.03764934704084455
2015-10-29,74.26,-0.005757129468469624
2015-10-30,74.86,0.008079719903043348
2015-11-02,76.04,0.015762757146673856
2015-11-03,76.97,0.012230405049973525
2015-11-04,76.56,-0.005326750682083881
2015-11-05,78.34,0.02324973876698011
2015-11-06,79.84,0.019147306612203208
2015-11-09,77.5,-0.02930861723446898
2015-11-10,77.72,0.002838709677419393
2015-11-11,76.99,-0.009392691713844603
2015-11-12,73.49,-0.04546044940901417
2015-11-13,74.14,0.00884474078105879
2015-11-16,74.75,0.008227677367143249
2015-11-17,75.66,0.012173913043478146
2015-11-18,76.99,0.017578641289981434
2015-11-19,75.56,-0.01857384075853996
2015-11-20,75.58,0.00026469031233444795
2015-11-23,76.14,0.007409367557554836
2015-11-24,77.41,0.016679800367743525
2015-11-25,77.88,0.006071566981010301
2015-11-27,77.16,-0.009244992295839749
2015-11-30,78.67,0.019569725246241676
2015-12-01,78.41,-0.0033049447057328374
2015-12-02,76.21,-0.028057645708455592
2015-12-03,75.2,-0.013252853956173594
2015-12-04,74.14,-0.014095744680851063
2015-12-07,70.46,-0.04963582411653633
2015-12-08,67.93,-0.03590689753051357
2015-12-09,71.07,0.046224054173413576
2015-12-10,71.04,-0.0004221190375683914
2015-12-11,67.56,-0.048986486486486513
2015-12-14,66.13,-0.02116637063351101
2015-12-15,67.58,0.021926508392560162
2015-12-16,69.23,0.02441550754661148
2015-12-17,66.9,-0.03365592951032792
2015-12-18,67.18,0.004185351270552973
2015-12-21,69.05,0.027835665376600094
2015-12-22,72.05,0.04344677769732086
2015-12-23,74.82,0.038445523941707194
2015-12-24,74.6,-0.0029403902699812745
2015-12-28,72.47,-0.028552278820375254
2015-12-29,73.32,0.011728991306747538
2015-12-30,72.68,-0.008728859792689447
2015-12-31,72.54,-0.0019262520638414493
2016-01-04,70.76,-0.02453818582850842
2016-01-05,70.05,-0.010033917467495823
2016-01-06,66.7,-0.04782298358315484
2016-01-07,62.36,-0.06506746626686666
2016-01-08,61.81,-0.008819756254008881
2016-01-11,60.96,-0.01375182009383602
2016-01-12,61.28,0.005249343832020914
2016-01-13,57.74,-0.05776762402088775
2016-01-14,57.14,-0.010391409767925186
2016-01-15,54.9,-0.03920196009800492
2016-01-19,54.0,-0.016393442622950838
2016-01-20,54.41,0.007592592592592595
