Date,CLOSE,Return
2019-09-26,23.42,-0.07430830039525682
2019-09-27,24.1,0.029035012809564442
2019-09-30,24.69,0.02448132780082979
2019-10-01,25.5,0.03280680437424044
2019-10-02,25.03,-0.01843137254901961
2019-10-04,24.57,-0.018377946464242956
2019-10-07,23.75,-0.03337403337403344
2019-10-08,22.75,-0.04210526315789476
2019-10-09,21.8,-0.04175824175824172
2019-10-10,22.4,0.02752293577981635
2019-10-11,23.2,0.03571428571428581
2019-10-14,23.76,0.024137931034482918
2019-10-15,24.17,0.017255892255892302
2019-10-16,24.3,0.005378568473314083
2019-10-17,24.16,-0.0057613168724279795
2019-10-18,24.1,-0.002483443708609201
2019-10-21,23.93,-0.007053941908713779
2019-10-22,23.85,-0.0033430839949852853
2019-10-23,23.49,-0.015094339622641617
2019-10-24,23.05,-0.018731375053213983
2019-10-25,22.53,-0.02255965292841644
2019-10-28,23.15,0.02751886373723922
2019-10-29,23.5,0.015118790496760237
2019-10-30,23.56,0.002553191489361728
2019-10-31,23.66,0.004244482173174857
2019-11-01,24.21,0.023245984784446394
2019-11-04,24.71,0.020652622883106098
2019-11-05,24.31,-0.016187778227438332
2019-11-06,24.55,0.00987248046071576
2019-11-07,25.0,0.018329938900203624
2019-11-08,25.1,0.0040000000000000036
2019-11-11,26.0,0.03585657370517925
2019-11-12,26.57,0.021923076923076934
2019-11-13,26.65,0.0030109145652992275
2019-11-14,25.8,-0.031894934333958624
2019-11-15,26.0,0.007751937984496138
2019-11-18,24.86,-0.04384615384615387
2019-11-19,25.5,0.02574416733708773
2019-11-20,24.58,-0.03607843137254907
2019-11-21,24.67,0.003661513425549323
2019-11-22,25.03,0.014592622618565088
2019-11-25,25.26,0.009188973232121533
2019-11-26,25.21,-0.001979414093428389
2019-11-27,25.75,0.02142007140023794
2019-11-28,25.9,0.005825242718446644
2019-11-29,25.93,0.0011583011583011782
2019-12-02,25.47,-0.01774006941766293
2019-12-03,25.28,-0.007459756576364218
2019-12-04,26.02,0.029272151898734222
2019-12-05,25.89,-0.004996156802459573
2019-12-06,26.28,0.015063731170336103
2019-12-09,27.11,0.03158295281582957
2019-12-10,27.95,0.030984876429361874
2019-12-11,28.89,0.03363148479427558
