Date,MarketReturn
2015-06-25,-0.007305547167616
2015-06-26,0.003862787522058264
2015-06-29,-0.008622970255591555
2015-06-30,0.0037058701754724144
2015-07-01,0.011767732024687172
2015-07-02,0.008131092237824156
2015-07-03,-9.727011807370012e-05
2015-07-06,-0.011003823744945684
2015-07-07,0.004595780646784897
2015-07-08,-0.006112035815993733
2015-07-09,-0.005246767535003083
2015-07-10,-0.0021090932896259407
2015-07-13,-0.0032551598236681967
2015-07-14,0.007741421182149599
2015-07-15,0.009575870108691653
2015-07-16,0.003135110422377352
2015-07-17,0.005083107261876885
2015-07-20,0.0013950864973273358
2015-07-21,0.002556941444529448
2015-07-22,0.008650492418299738
2015-07-23,-0.0044617080990666524
2015-07-24,-0.001207038247459935
2015-07-27,-0.0037524465654363848
2015-07-28,-0.004032381393144435
2015-07-29,0.0038275693605134276
2015-07-30,0.0035901762329211273
2015-07-31,0.004940385930565672
2015-08-03,0.006231325437783264
2015-08-04,-0.004045502448634664
2015-08-05,0.0008020899706850937
2015-08-06,-0.0016530583937780507
2015-08-07,-0.010126113841993134
2015-08-10,-0.0006191706844516087
2015-08-11,-0.007275470562117525
2015-08-12,-0.011186544736328852
2015-08-13,-0.0033918454287286126
2015-08-14,-0.007188674094635528
2015-08-17,0.005437039259865495
2015-08-18,-0.0029069295923710436
2015-08-19,0.007094701877689458
2015-08-20,-0.001533987701912931
2015-08-21,0.001519766181138138
2015-08-24,-0.025017120371359725
2015-08-25,0.0010654482478973382
2015-08-26,-0.006325600108428531
2015-08-27,0.010248614762057073
2015-08-28,0.006307340090609959
2015-08-31,-0.0025111083106448273
2015-09-01,-0.0002222675997946011
2015-09-02,-0.011455762999170283
2015-09-03,-0.00367206529935149
2015-09-04,-0.004092480750233607
2015-09-07,0.004658975934633602
2015-09-08,0.006744077002157178
2015-09-09,0.01089314157137733
2015-09-10,-7.701769703749584e-05
2015-09-11,-0.0040138868242864945
2015-09-14,0.003124681149790698
2015-09-15,-0.002379227265446149
2015-09-16,0.0027552932980878797
2015-09-17,0.004633619237148556
2015-09-18,0.0031292905274287186
2015-09-21,-0.004993847304073262
2015-09-22,0.0023335698884554557
2015-09-23,-0.007450393043502923
2015-09-24,0.003973953898873672
2015-09-25,0.0018558827060286553
2015-09-28,0.0020718264344248283
2015-09-29,-0.015214561964363549
2015-09-30,-0.003395842052087872
2015-10-01,-0.0014186097506446727
2015-10-02,0.0014472121002993
2015-10-05,0.006619222413396075
2015-10-06,0.006672525551605135
2015-10-07,-0.0031894424850795744
2015-10-08,-0.004291535874553554
2015-10-09,0.002312016684900442
2015-10-12,0.009052725354229851
2015-10-13,0.0022827201740225345
2015-10-14,0.004262871362582077
2015-10-15,0.008481887587318493
2015-10-16,0.007669463881159855
2015-10-19,0.0025469386487131374
2015-10-20,0.01039641275575165
2015-10-21,0.003862494103968661
2015-10-22,0.000902528402550562
2015-10-23,0.007945281418968664
2015-10-27,0.005084070484166592
2015-10-28,-0.0003395253933250464
2015-10-29,0.0006645122582706886
2015-10-30,-0.0027654964553560646
2015-11-02,-0.0004232948051539065
2015-11-03,0.006373134190673868
2015-11-04,0.008175376530225043
2015-11-05,0.00039942645326118686
2015-11-06,-0.0006401607947721377
2015-11-09,-0.003600202328197688
2015-11-10,-0.00745405434712032
2015-11-11,0.0017863304853664719
2015-11-12,0.0017345714122463107
2015-11-13,-0.005799488293627197
2015-11-16,-0.004567403323939123
2015-11-17,0.0009937312388001995
2015-11-18,0.002045915771183404
2015-11-19,0.002582893243790574
2015-11-20,0.0022130015907591005
2015-11-23,0.011500172629908656
2015-11-24,0.003891673011669372
2015-11-25,-0.005265854831263295
2015-11-26,0.0030901406610872595
2015-11-27,0.002155243888294578
2015-11-30,-0.00014240249731500843
2015-12-01,0.008284438616388945
2015-12-02,-0.0011986634137169938
2015-12-03,-0.0028716434125144463
2015-12-04,-0.005035449101315481
2015-12-07,-0.004987657889285346
2015-12-08,-0.00485284204240477
2015-12-09,0.0030751304557616876
2015-12-10,-0.0021467222628741567
2015-12-11,0.004864682145068189
2015-12-14,-0.005715439408053857
2015-12-15,0.0008772790120896712
2015-12-16,0.005031216793672133
2015-12-17,0.002864466743030647
2015-12-18,0.0032043115942503864
2015-12-21,0.0021262846753489217
2015-12-22,0.0044356773603630995
2015-12-23,0.007703806289743653
2015-12-24,0.004873504292349562
2015-12-29,0.010747952901100088
2015-12-30,0.004282375994792753
2015-12-31,0.0007706284216129067
2016-01-05,-0.007299117260856636
2016-01-06,-0.002480959037201247
2016-01-07,-0.007844700617117284
2016-01-08,-0.008897827501047728
2016-01-11,-0.008977173733605293
2016-01-12,0.0015614244222961204
2016-01-13,0.006464399698309364
2016-01-14,-0.006921752597114028
2016-01-15,0.009788608490377992
2016-01-18,-0.010965756437359198
2016-01-19,0.0037310222190580777
2016-01-20,-0.001710949331132583
2016-01-21,-0.005369427688609152
2016-01-22,0.0066958049116767615
2016-01-25,0.00876054981256158
2016-01-26,-0.005358445697886904
2016-01-27,-3.4466744353811585e-05
2016-01-28,0.0012626953356502657
2016-01-29,0.0033375307222491823
2016-02-01,0.0006923414898754032
2016-02-02,0.0009053051142062785
2016-02-03,-0.007556355192463782
2016-02-04,0.0007047985485599817
2016-02-05,0.002621630691828747
2016-02-09,-0.013403008685336282
2016-02-10,-0.008536449581458272
2016-02-11,-0.00539367908297228
2016-02-12,-0.00886240078604672
2016-02-15,0.01690468659575095
2016-02-16,0.006810046813074733
2016-02-17,0.0016782518607019181
2016-02-18,0.004193858470405987
2016-02-19,0.005011677627127398
