Date,CLOSE,Return
2015-06-25,103.65,-0.0062320230105463725
2015-06-26,104.2,0.005306319343945987
2015-06-29,102.0,-0.021113243761996192
2015-06-30,100.25,-0.01715686274509809
2015-07-01,101.35,0.010972568578553554
2015-07-02,100.95,-0.00394671928959045
2015-07-03,100.9,-0.0004952947003467045
2015-07-06,100.0,-0.008919722497522375
2015-07-07,98.06,-0.019399999999999973
2015-07-08,98.13,0.0007138486640831943
2015-07-09,100.2,0.021094466523998934
2015-07-10,102.35,0.02145708582834316
2015-07-13,103.3,0.009281875915974735
2015-07-14,104.15,0.00822846079380457
2015-07-15,104.05,-0.000960153624580018
2015-07-16,105.6,0.014896684286400674
2015-07-17,106.2,0.005681818181818343
2015-07-20,106.8,0.005649717514124131
2015-07-21,106.95,0.0014044943820226141
2015-07-22,108.4,0.013557737260402103
2015-07-23,108.3,-0.0009225092250922939
2015-07-24,107.55,-0.006925207756232732
2015-07-27,106.1,-0.013482101348210151
2015-07-28,107.6,0.01413760603204528
2015-07-29,107.65,0.00046468401487009814
2015-07-30,108.25,0.005573618207152853
2015-07-31,109.8,0.014318706697459493
2015-08-03,110.15,0.0031876138433515333
2015-08-04,113.75,0.03268270540172491
2015-08-05,112.4,-0.011868131868131848
2015-08-06,112.95,0.0048932384341637825
2015-08-07,112.0,-0.008410801239486565
2015-08-10,113.4,0.012499999999999956
2015-08-11,109.45,-0.03483245149911818
2015-08-12,105.35,-0.037460027409776275
2015-08-13,107.85,0.02373042240151868
2015-08-14,107.9,0.0004636068613816935
2015-08-17,107.8,-0.000926784059314234
2015-08-18,106.95,-0.0078849721706864
2015-08-19,105.85,-0.010285179990649929
2015-08-20,101.85,-0.037789324515824285
2015-08-21,100.7,-0.011291114383897849
2015-08-24,97.59,-0.03088381330685208
2015-08-25,100.95,0.03442975714724872
2015-08-26,99.68,-0.012580485388806295
2015-08-27,103.35,0.0368178170144462
2015-08-28,102.35,-0.009675858732462461
2015-08-31,101.9,-0.004396678065461512
2015-09-01,100.15,-0.01717369970559368
2015-09-02,101.15,0.009985022466300508
2015-09-03,102.55,0.01384083044982698
2015-09-04,99.63,-0.028473915163334973
2015-09-07,99.52,-0.0011040851149252129
2015-09-08,100.85,0.01336414790996776
2015-09-09,101.3,0.004462072384729732
2015-09-10,101.75,0.0044422507403751865
2015-09-11,101.0,-0.0073710073710073765
2015-09-14,100.85,-0.0014851485148514865
2015-09-15,100.85,0.0
2015-09-16,101.75,0.008924144769459685
2015-09-17,101.7,-0.0004914004914005066
2015-09-18,99.9,-0.017699115044247704
2015-09-21,100.6,0.00700700700700696
2015-09-22,97.92,-0.026640159045725587
2015-09-23,98.06,0.0014297385620916092
2015-09-24,96.0,-0.021007546400163224
2015-09-25,99.76,0.039166666666666794
2015-09-28,97.07,-0.026964715316760368
2015-09-29,97.47,0.004120737612032688
2015-09-30,100.4,0.03006053144557308
2015-10-01,99.71,-0.006872509960159534
2015-10-02,99.8,0.0009026175910140655
2015-10-05,102.85,0.030561122244489036
2015-10-06,104.7,0.01798736023334957
2015-10-07,105.95,0.011938872970391534
2015-10-08,106.05,0.0009438414346389923
2015-10-09,105.95,-0.0009429514380009385
2015-10-12,106.5,0.0051911278905143465
2015-10-13,104.5,-0.018779342723004744
2015-10-14,103.9,-0.00574162679425827
2015-10-15,102.2,-0.016361886429258954
2015-10-16,90.89,-0.11066536203522503
2015-10-19,88.24,-0.029156122785785055
2015-10-20,88.27,0.00033998186763373184
2015-10-21,90.07,0.02039197915486568
2015-10-22,93.5,0.03808149217275458
2015-10-23,96.06,0.027379679144384994
2015-10-26,94.63,-0.014886529252550518
2015-10-27,91.74,-0.0305399978865053
2015-10-28,94.19,0.026705908000872025
2015-10-29,93.16,-0.010935343454719249
2015-10-30,93.59,0.0046157148990984
2015-11-02,93.68,0.0009616412009829656
2015-11-03,93.54,-0.0014944491887275424
2015-11-04,92.66,-0.009407740004276355
2015-11-05,92.97,0.0033455644290956155
2015-11-06,92.15,-0.008820049478326264
2015-11-09,91.6,-0.005968529571351189
2015-11-10,90.28,-0.01441048034934489
2015-11-11,90.83,0.006092157731502068
2015-11-12,89.03,-0.01981724099966964
2015-11-13,86.22,-0.03156239469841626
2015-11-16,85.46,-0.008814660171653999
2015-11-17,86.42,0.011233325532412852
2015-11-18,86.96,0.0062485535755612
2015-11-19,86.98,0.00022999080036800734
2015-11-20,86.61,-0.0042538514601058175
2015-11-23,85.43,-0.013624292806835192
2015-11-24,80.81,-0.054079363221350873
2015-11-25,80.77,-0.0004949882440292708
2015-11-26,82.85,0.025752135693945855
2015-11-27,81.59,-0.015208207604103685
2015-11-30,81.98,0.0047799975487192725
2015-12-01,81.64,-0.004147353012930011
2015-12-02,81.4,-0.0029397354238117623
2015-12-03,79.8,-0.019656019656019708
2015-12-04,79.77,-0.0003759398496240296
2015-12-07,79.84,0.0008775228782751388
2015-12-08,78.04,-0.02254509018036066
2015-12-09,77.71,-0.00422860071758091
2015-12-10,77.9,0.0024449877750611915
2015-12-11,75.28,-0.033632862644416006
2015-12-14,74.51,-0.01022848034006374
2015-12-15,75.33,0.011005234196751923
2015-12-16,76.65,0.017522899243329393
2015-12-17,76.91,0.003392041748206065
2015-12-18,76.19,-0.009361591470549935
2015-12-21,74.38,-0.02375639847749056
2015-12-22,76.54,0.02904006453347696
2015-12-23,77.44,0.01175855761693212
2015-12-28,76.55,-0.011492768595041336
2015-12-29,77.86,0.017112998040496485
2015-12-30,76.6,-0.016182892370922186
2016-01-04,73.68,-0.03812010443864211
2016-01-05,72.02,-0.02252985884907721
2016-01-06,71.04,-0.013607331296861869
2016-01-07,69.5,-0.021677927927927998
2016-01-08,69.96,0.006618705035971173
2016-01-11,69.09,-0.012435677530017064
2016-01-12,70.14,0.015197568389057725
2016-01-13,69.49,-0.009267179925862679
2016-01-14,70.91,0.020434594905741843
2016-01-15,72.74,0.02580736144408413
2016-01-18,67.74,-0.06873797085510036
2016-01-19,68.06,0.00472394449365221
2016-01-20,64.65,-0.050102850426094525
2016-01-21,66.38,0.02675947409126045
2016-01-22,70.81,0.06673696896655623
2016-01-25,72.91,0.02965682813161985
2016-01-26,72.48,-0.00589768207378949
2016-01-27,72.85,0.005104856512141209
2016-01-28,72.55,-0.0041180507892930596
2016-01-29,73.36,0.01116471399035146
2016-02-01,73.17,-0.0025899672846237953
2016-02-02,70.96,-0.030203635369687176
2016-02-03,70.47,-0.006905298759864675
2016-02-04,70.54,0.000993330495246303
2016-02-05,70.25,-0.004111142614119712
2016-02-08,67.83,-0.034448398576512496
2016-02-09,66.0,-0.026979212737726632
2016-02-10,66.14,0.0021212121212121904
2016-02-11,63.28,-0.04324160870879956
2016-02-12,64.3,0.01611883691529692
2016-02-15,66.44,0.03328149300155525
2016-02-16,66.57,0.001956652618904098
2016-02-17,69.49,0.04386360222322372
2016-02-18,69.3,-0.002734206360627378
2016-02-19,69.19,-0.0015873015873015817
2016-02-22,69.82,0.009105362046538445
2016-02-23,56.0,-0.1979375537095387
2016-02-24,51.29,-0.08410714285714282
2016-02-25,51.68,0.007603821407681899
2016-02-26,51.6,-0.001547987616099089
2016-02-29,52.54,0.01821705426356579
2016-03-01,51.74,-0.015226494099733534
2016-03-02,51.67,-0.0013529184383456183
2016-03-03,53.84,0.04199729049738732
2016-03-04,53.5,-0.006315007429420594
2016-03-07,53.87,0.006915887850467151
2016-03-08,54.69,0.015221830332281527
2016-03-09,54.01,-0.012433717315779802
2016-03-10,54.12,0.0020366598778003286
2016-03-11,56.57,0.045269770879527105
2016-03-14,58.63,0.03641506098638869
2016-03-15,56.65,-0.03377110694183871
