Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2016-12-01,2.25   ,-0.14    ,2.76   ,-0.11    ,0.79    ,0.03
2017-01-01,2.72    ,0.40   ,-0.53   ,-0.16   ,-0.77    ,0.04
2017-02-01,2.28   ,-0.71   ,-1.74    ,1.14   ,-0.99    ,0.04
2017-03-01,1.48    ,0.18   ,-1.81    ,1.01   ,-0.54    ,0.03
2017-04-01,1.86    ,0.33   ,-1.39    ,1.03   ,-1.01    ,0.05
2017-05-01,2.20   ,-0.61   ,-2.59    ,2.09   ,-1.03    ,0.06
2017-06-01,0.60    ,1.64    ,1.74   ,-1.90    ,0.05    ,0.06
2017-07-01,2.51    ,0.02    ,1.02   ,-0.76    ,0.34    ,0.07
2017-08-01,0.13   ,-0.15   ,-1.34    ,1.21   ,-1.30    ,0.09
2017-09-01,2.30    ,1.35    ,1.64   ,-1.17    ,1.09    ,0.09
2017-10-01,1.80   ,-0.85   ,-0.90    ,0.99   ,-1.92    ,0.09
2017-11-01,1.93   ,-0.67   ,-0.13    ,1.43   ,-0.21    ,0.08
2017-12-01,1.38    ,0.83    ,0.11   ,-0.19    ,0.81    ,0.09
2018-01-01,5.15   ,-1.21   ,-1.43   ,-0.17   ,-0.54    ,0.11
2018-02-01,-4.00    ,0.77   ,-1.79    ,1.10   ,-1.77    ,0.11
2018-03-01,-1.76    ,1.20   ,-0.42    ,0.40   ,-0.55    ,0.12
2018-04-01,0.93   ,-0.40    ,1.76   ,-1.53    ,1.02    ,0.14
2018-05-01,0.49    ,1.51   ,-4.52    ,1.21   ,-2.58    ,0.14
2018-06-01,-0.49   ,-0.80   ,-1.39    ,0.45   ,-0.08    ,0.14
2018-07-01,2.53   ,-2.48    ,1.19   ,-0.10    ,0.25    ,0.16
2018-08-01,0.87   ,-0.71   ,-4.19    ,1.20   ,-2.61    ,0.16
2018-09-01,0.32   ,-1.43    ,0.30    ,0.16    ,0.57    ,0.15
2018-10-01,-8.19   ,-2.28    ,2.44    ,0.28    ,2.31    ,0.19
2018-11-01,0.88   ,-0.62   ,-1.22    ,0.46    ,0.08    ,0.18
2018-12-01,-7.67   ,-0.96    ,0.56   ,-0.22    ,0.13    ,0.19
2019-01-01,7.47   ,-0.14   ,-0.71    ,0.15   ,-1.19    ,0.21
2019-02-01,2.94    ,0.10   ,-2.09    ,0.21   ,-0.93    ,0.18
2019-03-01,0.76   ,-2.08   ,-3.28    ,1.32   ,-1.49    ,0.19
2019-04-01,3.44   ,-1.18   ,-0.26    ,0.80   ,-1.09    ,0.21
2019-05-01,-5.99    ,0.54   ,-1.70    ,0.45    ,0.80    ,0.21
2019-06-01,6.13   ,-1.99   ,-0.17    ,0.43   ,-0.02    ,0.18
2019-07-01,-0.07   ,-1.13   ,-0.63    ,0.64   ,-0.33    ,0.19
2019-08-01,-2.55   ,-1.64   ,-2.70    ,1.19   ,-0.18    ,0.16
2019-09-01,1.90    ,0.19    ,4.15    ,0.41    ,2.17    ,0.18
2019-10-01,2.56    ,0.81   ,-0.53    ,0.96   ,-0.72    ,0.15
2019-11-01,2.74    ,0.04   ,-2.22   ,-0.09   ,-1.20    ,0.12
2019-12-01,3.05    ,1.34    ,0.62   ,-0.32    ,0.48    ,0.14
2020-01-01,-1.20   ,-2.77   ,-4.33    ,0.07   ,-1.97    ,0.13
2020-02-01,-8.54   ,-1.51   ,-1.07   ,-1.13   ,-1.73    ,0.12
2020-03-01,-13.77   ,-4.44   ,-9.30    ,1.47   ,-0.88    ,0.12
2020-04-01,10.68    ,1.76   ,-4.62    ,2.66   ,-3.00    ,0.00
2020-05-01,5.30    ,2.02   ,-5.10    ,1.92   ,-3.18    ,0.01
2020-06-01,2.76   ,-0.03   ,-1.73   ,-0.09   ,-0.67    ,0.01
2020-07-01,4.34   ,-1.76   ,-3.64    ,1.33   ,-1.21    ,0.01
2020-08-01,6.84    ,0.98   ,-3.88    ,2.27   ,-1.52    ,0.01
2020-09-01,-2.99    ,1.98   ,-2.46    ,0.74   ,-1.19    ,0.01
2020-10-01,-2.60    ,1.43    ,2.04   ,-1.04   ,-0.54    ,0.01
2020-11-01,13.34    ,1.29    ,4.34   ,-2.35    ,0.79    ,0.01
2020-12-01,4.82    ,3.16   ,-1.20   ,-0.64    ,0.14    ,0.01
2021-01-01,-0.54    ,2.93    ,1.01   ,-2.43    ,1.31    ,0.00
2021-02-01,2.88    ,1.55    ,7.46   ,-1.92    ,0.61    ,0.00
2021-03-01,3.12   ,-1.32    ,5.58    ,1.98    ,3.12    ,0.00
2021-04-01,4.49   ,-1.22   ,-1.97    ,1.39   ,-2.30    ,0.00
2021-05-01,1.65    ,0.24    ,4.14    ,0.20    ,2.29    ,0.00
2021-06-01,1.01   ,-1.01   ,-5.23    ,0.70   ,-2.28    ,0.00
2021-07-01,1.04   ,-2.16   ,-1.67    ,4.20   ,-0.22    ,0.00
2021-08-01,2.42   ,-0.13   ,-1.71    ,0.08   ,-2.07    ,0.00
2021-09-01,-3.81    ,1.05    ,3.86   ,-2.21    ,1.88    ,0.00
2021-10-01,5.04   ,-3.31   ,-1.48    ,1.51   ,-1.32    ,0.00
2021-11-01,-2.64   ,-2.02   ,-2.21    ,4.59   ,-0.36    ,0.00
2021-12-01,3.63   ,-0.91    ,3.90    ,2.18    ,4.98    ,0.01
2022-01-01,-5.58   ,-2.57   ,11.96   ,-2.91    ,8.09    ,0.00
2022-02-01,-2.25    ,2.11    ,2.89   ,-1.35    ,2.27    ,0.00
2022-03-01,2.16   ,-1.89   ,-1.10    ,0.36    ,0.79    ,0.00
2022-04-01,-8.17    ,0.48    ,4.95    ,0.94    ,5.97    ,0.00
2022-05-01,0.28   ,-0.50    ,6.14   ,-1.04    ,4.04    ,0.03
2022-06-01,-8.69   ,-0.02   ,-1.41    ,1.75   ,-0.64    ,0.06
2022-07-01,7.79   ,-0.41   ,-5.48    ,2.37   ,-5.36    ,0.08
2022-08-01,-4.22    ,0.55    ,2.49   ,-2.57    ,1.34    ,0.19
2022-09-01,-9.46   ,-1.49    ,1.89   ,-1.21    ,1.17    ,0.19
2022-10-01,6.79   ,-1.35    ,4.41    ,0.36    ,3.27    ,0.23
2022-11-01,7.25   ,-0.05   ,-0.28    ,2.18    ,0.98    ,0.29
2022-12-01,-4.33    ,2.42    ,2.51   ,-0.47    ,3.25    ,0.33
2023-01-01,6.92    ,0.68   ,-1.89   ,-1.02   ,-3.11    ,0.35
2023-02-01,-2.67    ,0.05    ,0.69   ,-0.10    ,0.48    ,0.34
2023-03-01,2.27   ,-3.68   ,-6.92    ,4.27   ,-1.12    ,0.36
2023-04-01,1.22   ,-1.52    ,1.00    ,0.56    ,1.87    ,0.35
2023-05-01,-1.61   ,-1.31   ,-4.76    ,0.27   ,-3.99    ,0.36
2023-06-01,5.60   ,-1.49    ,1.04    ,0.35   ,-0.52    ,0.40
2023-07-01,2.96    ,1.20    ,3.43   ,-1.05    ,0.08    ,0.45
2023-08-01,-3.06   ,-1.63   ,-0.36    ,2.49    ,0.55    ,0.45
2023-09-01,-4.79   ,-0.76    ,3.30    ,0.04    ,1.08    ,0.43
2023-10-01,-3.76   ,-2.62    ,0.36    ,1.41    ,1.52    ,0.47
2023-11-01,8.63   ,-0.88   ,-1.68   ,-0.77   ,-2.72    ,0.44
2023-12-01,4.97    ,3.59    ,1.11   ,-1.40   ,-1.34    ,0.43
2024-01-01,0.09   ,-3.49   ,-0.03    ,1.20    ,0.02    ,0.47
2024-02-01,3.75   ,-2.59   ,-1.35    ,0.14   ,-2.56    ,0.42
2024-03-01,2.87   ,-0.43    ,4.06   ,-0.16    ,1.17    ,0.43
2024-04-01,-4.19   ,-0.60    ,1.33   ,-0.08    ,0.31    ,0.47
2024-05-01,4.05    ,0.16   ,-0.95    ,1.03   ,-1.63    ,0.44
2024-06-01,0.83   ,-3.27   ,-4.46    ,1.12   ,-1.33    ,0.41
2024-07-01,1.81    ,4.21    ,3.36   ,-2.55    ,2.02    ,0.45
2024-08-01,1.83   ,-2.23   ,-1.93    ,1.25   ,-0.09    ,0.48
2024-09-01,1.51   ,-0.07   ,-0.72   ,-0.46    ,0.32    ,0.40
2024-10-01,-2.47   ,-2.01    ,1.29   ,-1.44    ,0.91    ,0.39
2024-11-01,4.08   ,-0.94    ,0.61   ,-2.47   ,-0.54    ,0.40
2024-12-01,-3.15   ,-1.21   ,-2.20    ,2.07    ,0.05    ,0.37
2025-01-01,3.22   ,-1.40    ,0.82   ,-1.52   ,-2.70    ,0.37
2025-02-01,-1.22   ,-1.38    ,3.75    ,0.79    ,2.60    ,0.33
2025-03-01,-4.36    ,2.44    ,4.42    ,0.37    ,0.35    ,0.34
2025-04-01,0.87    ,1.68   ,-3.29    ,0.05   ,-1.59    ,0.35
2025-05-01,5.57   ,-0.18   ,-1.46    ,0.54   ,-0.87    ,0.38
