Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2017-04-01,4.63    ,1.94   ,-1.30    ,1.60   ,-1.32    ,0.05
2017-05-01,5.03    ,0.02   ,-0.79    ,1.21   ,-0.69    ,0.06
2017-06-01,-0.67    ,1.62    ,2.03   ,-2.01    ,0.79    ,0.06
2017-07-01,3.49    ,0.68    ,2.59   ,-2.24    ,0.34    ,0.07
2017-08-01,0.11    ,0.03   ,-0.71    ,1.45   ,-0.03    ,0.09
2017-09-01,2.72   ,-0.16    ,0.47    ,0.33   ,-0.50    ,0.09
2017-10-01,0.59   ,-0.99   ,-0.13    ,0.10   ,-0.32    ,0.09
2017-11-01,-0.01   ,-0.29    ,1.29   ,-0.38    ,0.90    ,0.08
2017-12-01,1.47    ,1.54    ,0.50   ,-0.74    ,0.33    ,0.09
2018-01-01,5.52    ,0.64    ,1.10   ,-2.14    ,0.91    ,0.11
2018-02-01,-5.35    ,1.10   ,-0.75    ,0.19   ,-0.25    ,0.11
2018-03-01,-0.71   ,-0.56   ,-0.94    ,1.45   ,-1.37    ,0.12
2018-04-01,2.20   ,-0.70    ,1.51   ,-0.52    ,0.43    ,0.14
2018-05-01,-2.73    ,1.07   ,-4.98    ,2.38   ,-2.42    ,0.14
2018-06-01,-0.92   ,-0.90   ,-1.56   ,-0.16   ,-0.57    ,0.14
2018-07-01,2.69   ,-2.05    ,0.40   ,-0.53   ,-0.86    ,0.16
2018-08-01,-2.65    ,0.86   ,-2.65    ,0.88   ,-1.74    ,0.16
2018-09-01,0.12   ,-1.35    ,2.34   ,-0.53    ,0.64    ,0.15
2018-10-01,-8.54   ,-1.50    ,1.47   ,-0.36    ,1.15    ,0.19
2018-11-01,-1.31   ,-1.11   ,-0.57    ,0.78    ,0.46    ,0.18
2018-12-01,-4.59   ,-0.52    ,0.95    ,0.70    ,0.00    ,0.19
2019-01-01,6.19    ,0.55   ,-0.95    ,1.64   ,-1.28    ,0.21
2019-02-01,2.93   ,-1.46   ,-1.23   ,-0.01   ,-0.16    ,0.18
2019-03-01,0.58   ,-1.80   ,-2.33    ,1.24   ,-0.87    ,0.19
2019-04-01,3.70    ,0.14   ,-1.04    ,0.34   ,-0.29    ,0.21
2019-05-01,-5.34    ,1.21   ,-1.54   ,-0.59    ,0.01    ,0.21
2019-06-01,5.87   ,-2.56   ,-1.32    ,1.49    ,0.10    ,0.18
2019-07-01,-2.56   ,-1.33    ,0.09   ,-1.16   ,-0.03    ,0.19
2019-08-01,-2.40   ,-0.66   ,-1.96    ,0.88    ,0.00    ,0.16
2019-09-01,2.15   ,-0.67    ,3.08   ,-0.46    ,1.31    ,0.18
2019-10-01,3.27    ,0.83   ,-0.50    ,1.25   ,-1.55    ,0.15
2019-11-01,1.77    ,1.89   ,-2.24    ,1.31   ,-1.68    ,0.12
2019-12-01,4.07    ,2.71    ,0.41   ,-0.39    ,0.11    ,0.14
2020-01-01,-2.55    ,0.12   ,-2.88    ,0.56   ,-1.78    ,0.13
2020-02-01,-8.98    ,0.20   ,-0.74   ,-0.73   ,-1.54    ,0.12
2020-03-01,-15.44   ,-5.06  ,-11.30    ,1.72   ,-3.04    ,0.12
2020-04-01,6.70    ,4.72   ,-3.82    ,2.11   ,-4.12    ,0.00
2020-05-01,5.43    ,0.81   ,-4.14    ,2.37   ,-4.39    ,0.01
2020-06-01,4.04   ,-1.01    ,1.74   ,-1.78    ,0.44    ,0.01
2020-07-01,3.99    ,2.20   ,-4.75    ,0.78   ,-2.25    ,0.01
2020-08-01,4.95    ,2.65   ,-1.74    ,0.99   ,-1.67    ,0.01
2020-09-01,-2.97    ,0.53   ,-3.74    ,2.32   ,-1.91    ,0.01
2020-10-01,-4.72    ,1.14   ,-0.20   ,-0.62   ,-0.11    ,0.01
2020-11-01,16.62    ,1.39   ,10.76   ,-3.82    ,1.69    ,0.01
2020-12-01,5.67    ,4.48   ,-1.77    ,0.77   ,-2.00    ,0.01
2021-01-01,-1.25    ,1.73   ,-0.29   ,-0.57   ,-0.20    ,0.00
2021-02-01,2.60    ,1.42    ,5.73   ,-1.89    ,0.84    ,0.00
2021-03-01,3.18   ,-1.57    ,3.46    ,0.26    ,0.55    ,0.00
2021-04-01,5.29    ,1.77   ,-3.19    ,1.54   ,-3.58    ,0.00
2021-05-01,4.52   ,-0.75    ,2.06    ,1.17    ,0.43    ,0.00
2021-06-01,-1.66   ,-1.65   ,-2.50    ,1.17   ,-0.72    ,0.00
2021-07-01,2.09    ,0.35   ,-2.98    ,3.25   ,-2.88    ,0.00
2021-08-01,1.45    ,1.71   ,-1.18    ,0.23   ,-1.70    ,0.00
2021-09-01,-4.99   ,-0.35    ,4.30   ,-2.33    ,2.26    ,0.00
2021-10-01,4.20   ,-1.61   ,-0.64    ,1.46   ,-0.65    ,0.00
2021-11-01,-4.29   ,-0.99   ,-2.11    ,3.45   ,-1.74    ,0.00
2021-12-01,5.16   ,-1.04    ,1.86    ,0.55    ,2.81    ,0.01
2022-01-01,-5.39   ,-2.28   ,12.09   ,-5.40    ,5.21    ,0.00
2022-02-01,-3.77    ,0.42    ,0.57    ,0.69    ,1.77    ,0.00
2022-03-01,-0.33    ,0.65    ,0.40   ,-0.23   ,-0.14    ,0.00
2022-04-01,-5.86   ,-0.98    ,2.64    ,0.48    ,4.07    ,0.00
2022-05-01,1.27   ,-1.18    ,5.23   ,-2.28    ,1.71    ,0.03
2022-06-01,-10.32   ,-1.03   ,-2.46    ,1.71    ,0.21    ,0.06
2022-07-01,5.26    ,0.18   ,-6.01    ,3.35   ,-3.93    ,0.08
2022-08-01,-6.68   ,-0.50    ,5.41   ,-3.21    ,2.17    ,0.19
2022-09-01,-9.84   ,-3.51    ,1.25   ,-0.20    ,2.75    ,0.19
2022-10-01,6.66   ,-0.67    ,2.44    ,1.17    ,0.13    ,0.23
2022-11-01,12.64   ,-1.81   ,-1.15    ,1.05   ,-1.20    ,0.29
2022-12-01,-1.09    ,1.53    ,2.58   ,-0.85    ,1.04    ,0.33
2023-01-01,8.13   ,-1.36    ,1.14   ,-1.11    ,1.19    ,0.35
2023-02-01,-1.37    ,0.38    ,3.36    ,0.46    ,0.79    ,0.34
2023-03-01,2.04   ,-3.89   ,-6.14    ,3.82   ,-0.32    ,0.36
2023-04-01,3.50   ,-1.02    ,1.14   ,-1.38    ,1.06    ,0.35
2023-05-01,-5.70    ,0.96   ,-1.23   ,-0.74    ,0.11    ,0.36
2023-06-01,4.20   ,-2.24    ,2.41    ,0.10    ,0.86    ,0.40
2023-07-01,2.45    ,0.48    ,2.74   ,-1.54    ,0.68    ,0.45
2023-08-01,-4.60   ,-0.32    ,1.66    ,0.70    ,1.80    ,0.45
2023-09-01,-4.97   ,-1.36    ,3.54    ,0.13    ,1.31    ,0.43
2023-10-01,-4.37   ,-1.97    ,0.78    ,0.57    ,0.81    ,0.47
2023-11-01,9.21   ,-0.26   ,-0.91   ,-1.24   ,-2.49    ,0.44
2023-12-01,5.06    ,3.47   ,-0.61    ,0.24   ,-1.18    ,0.43
2024-01-01,-1.56   ,-1.58   ,-1.00    ,0.71    ,0.31    ,0.47
2024-02-01,1.27   ,-2.90   ,-0.76    ,1.09   ,-1.95    ,0.42
2024-03-01,3.26   ,-1.10    ,3.57   ,-2.11    ,0.44    ,0.43
2024-04-01,-2.52    ,1.02    ,2.96   ,-0.34    ,1.14    ,0.47
2024-05-01,4.97    ,2.35    ,0.39   ,-1.30    ,0.35    ,0.44
2024-06-01,-3.28   ,-1.48   ,-2.33    ,0.04   ,-0.21    ,0.41
2024-07-01,1.50    ,1.99    ,1.33   ,-3.19    ,3.00    ,0.45
2024-08-01,2.97   ,-2.20   ,-0.83    ,0.26   ,-0.39    ,0.48
2024-09-01,0.48   ,-0.44    ,1.74   ,-3.30    ,1.57    ,0.40
2024-10-01,-6.01   ,-0.50    ,1.39   ,-0.83    ,0.97    ,0.39
2024-11-01,-2.38   ,-0.69    ,0.27   ,-0.72   ,-0.11    ,0.40
2024-12-01,-2.42    ,1.31    ,1.61   ,-0.28   ,-1.45    ,0.37
2025-01-01,5.83   ,-3.61   ,-0.20    ,0.16   ,-1.23    ,0.37
2025-02-01,2.68   ,-2.22    ,4.25   ,-1.24    ,1.00    ,0.33
2025-03-01,-0.15    ,1.51    ,5.54   ,-1.71    ,3.70    ,0.34
2025-04-01,3.97    ,2.00   ,-0.77   ,-1.06   ,-0.66    ,0.35
2025-05-01,4.90    ,1.12    ,1.42   ,-0.04   ,-1.11    ,0.38
